#Identification information,name,Log ID,Do not output logs to enemies,Cast log ID,Hit log ID,Effect type,Occupational effect type,Casting time,Cool time,Changes depending on the map ID,,Cannot be used when delivering a sword,Required level,HP consumed,MP consumption,AP consumption,AC consumption,Durable consumption,Consumable item 1,Number of items,Consumable item 2,Number of items,Consumable item 3,Number of items,Consumable item 4,Number of items,Cast script ID,Invocation script ID,Activation effect ID [1],Activation effect ID [2],Equipment script change,Effect range effect display to yourself,Object camp,Automatic combo,Hit effect 2,Script parameters [1],Script parameter [2],Scan type,,,,,Effect time for chip display,,Available occupations,,,,,,,,Cannot be used when the shield is not equipped,Cannot be equipped when using skills,Characteristic effect type,Timing maximum time,Timing image ID,Timing script ID,Abnormal condition effect type,,,Change direction to target when activated,
#SkillBaseID,,,,,,,,,,Map ID,Rigidity time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Since it is automatically updated, no input is required)",,FIGHTER,THIEF,MAGE,PRIEST,SAMURAI,NINJA,BISHOP,LORD,,,,,,,,CLOWN,ALCHEMIST,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Display name,Effect time,,,,,,,,,,,,,,,,,,,
Up to # 8300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,1,2,,,,,5,6,8,9,11,13,14,21,32,33,34,35,36,38,39,40,41,42,43,44,45,,,,,,,52,,,,,62,63,64,65,66,,,22,23,24,25,26,27,28,29,15,,7,,,,,30,31,
#,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
#Monster skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Other general purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200100000,Self-destruction for general-purpose eggs,,,,,MAGIC,,0,,,0,,,,,,,,,,,,,,,,,,,0,0,0,ALL,0,,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Map ID,scale,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200100002,Large swing,,,,,PHYSIC,,0,,1210101,,,,,,,,,,,,,,,,,,,1,0,0,1,ENEMY,0,1,,,WEAPON,1210101,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,distance,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
# 200100012,Hadoken Part 2,,,,,MAGIC,,0,,,1,,,,,,,,,,,,,,,,2,2,1,0,0,1,ENEMY,0,,,,DIRECT,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200100021,Death at the time of death Lv1,,,,,OTHER,,0,,,0,,,,,,,,,,,,,,,,,,,0,0,,ALL,0,,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200100022,Death at the time of death Lv2,,,,,OTHER,,0,,,0,,,,,,,,,,,,,,,,,,,0,0,,ALL,0,,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200100023,Death at the time of death Lv3,,,,,OTHER,,0,,,0,,,,,,,,,,,,,,,,,,,0,0,,ALL,0,,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200100024,Death at the time of death Lv4,,,,,OTHER,,0,,,0,,,,,,,,,,,,,,,,,,,0,0,,ALL,0,,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200100025,Death at the time of death Lv5,,,,,OTHER,,0,,,0,,,,,,,,,,,,,,,,,,,0,0,,ALL,0,,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200100026,Death at the time of death Lv6,,,,,OTHER,,0,,,0,,,,,,,,,,,,,,,,,,,0,0,,ALL,0,,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200100027,Death at the time of death Lv7,,,,,OTHER,,0,,,0,,,,,,,,,,,,,,,,,,,0,0,,ALL,0,,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200100028,Death at the time of death Lv8,,,,,OTHER,,0,,,0,,,,,,,,,,,,,,,,,,,0,0,,ALL,0,,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200100029,Death at the time of death Lv9,,,,,OTHER,,0,,,0,,,,,,,,,,,,,,,,,,,0,0,,ALL,0,,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200100030,Death at the time of death Lv10,,,,,OTHER,,0,,,0,,,,,,,,,,,,,,,,,,,0,0,,ALL,0,,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200100100,Eradication on death (no effect),,,,,MAGIC,,0,,,1,,,,,,,,,,,,,,,,,,,0,0,,ALL,0,,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200100101,Extinct at death (with effect),,,,,MAGIC,,0,,,1,,,,,,,,,,,,,,,,,,,0,0,,ALL,0,,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200100102,Eradication on death (no effect) ATTACH,,,,,MAGIC,,0,,,1,,,,,,,,,,,,,,,,,,,0,0,,ALL,0,,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200100103,Deicing at death (for effects),,,,,MAGIC,,0,,,0,,,,,,,,,,,,,,,,,,,0,0,,ALL,0,,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Head system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Map ID,scale,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200100001,Yakuza kick,1,,1,,PHYSIC,,2,,1110101,,,,,,,,,,,,,,,,,3,,1,0,0,1,ENEMY,0,1,,,WEAPON,1110101,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Map ID,scale,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200100003,Yakuza kick,1,,1,,PHYSIC,,2,,1110201,,,,,,,,,,,,,,,,,3,,1,0,0,1,ENEMY,0,1,,,WEAPON,1110201,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Map ID,scale,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200100004,Yakuza kick,1,,1,,PHYSIC,,2,,1110301,,,,,,,,,,,,,,,,,3,,1,0,0,1,ENEMY,0,1,,,WEAPON,1110301,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Map ID,scale,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200100011,Step on,,,,,PHYSIC,,0,,1110101,,,,,,,,,,,,,,,,,,,,0,0,1,ENEMY,0,1,,,WEAPON,1110101,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Map ID,scale,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101121,Brain shaker,1,,1,,PHYSIC,,1.5,,1110203,,,,,,,,,,,,,,,,,3,,1,0,0,1,ENEMY,0,1,,,WEAPON,1110203,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Map ID,scale,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101131,Stan,,,,,PHYSIC,,0,,1110202,,,,,,,,,,,,,,,,,,,1,0,0,1,ENEMY,0,1,,,WEAPON,1110202,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Map ID,scale,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101132,Stan,,,,,PHYSIC,,0,,1110102,,,,,,,,,,,,,,,,,,,1,0,0,1,ENEMY,0,1,,,WEAPON,1110202,1,,,,,,,,,,,,,,,,,,0,,,,,
