#,don't edit here,,,,,,,,,Display position (3D coordinates) (JP),,NPC list,Hidden settings,,,,
#For JP output,Display condition flag,split map,For icon display,Settings (ID OR TEXT),For NPC list display,Settings (ID OR TEXT),icon type,x,y,z,Display priority,Lv1,Lv2,Lv3,Lv4,Lv5,
#,,,number,configuration type flag,,configuration type flag,,,,,,,,,,,
#,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
#,,2,3,4,5,6,7,8,,,,12,13,14,15,16,17
#,,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
,,,,,,,,,,,,,,,,,
2000002,3,-1,1,Weapon shop</br>Boru Tackle,,,237,1,1,1,,1,,,,,
2000002,1,-1,1,Armor shop</br><color MONEY>Boru Tackle</color>,,,238,-3000,2000,1,,,1,,,,
2000002,1,-1,1,,,,228,200,2000,1,,,,1,,,
2000002,2,-1,1,,,,229,3000,300,1,,,,,1,,
2000002,1,-1,1,Test NPC,,,231,1000,6000,1,,,,,,1,
2000002,2,-1,1,<color MONEY>It's a staircase</color></br>Test</br>,,,229,3000,300,1,,,,,,,
2000002,3,-1,6,10000001,,,231,19,128,100,,,,,,,
2000002,3,-1,4,10000001,,,231,1540,-1044,0,,,,,,,
2000002,3,-1,2,10000001,,,231,2591,2739,0,,,,,,,
,,,,,,,,,,,,,,,,,
2000003,1,-1,1,only when alive,,,240,1000,500,0,,,,,,,
2000003,2,-1,1,only when dead,,,243,1000,1000,0,,,,,,,
2000003,,-1,1,I haven't set anything,,,245,1000,1500,0,,,,,,,
2000003,3,-1,1,both,,,241,1000,2000,0,,,,,,,
,,,,,,,,,,,,,,,,,
#CBT copy Minato City,,,,,,,,,,,,,,,,,
1001902,3,-1,6,90000031,,,236,27858,5126,8,,,,,,,
1001902,3,-1,6,90000032,,,231,30965,1684,-158,,,,,,,
1001902,3,-1,6,90000033,,,231,28520,3711,-9,,,,,,,
,,,,,,,,,,,,,,,,,
#Karigura,,,,,,,,,,,,,,,,,
#2001101,3,-1,1,spring of recovery,,,231,6009,-2298,23,,,,,,,
#2001101,3,-1,1,spring of recovery,,,231,14140,-908,-1199,,,,,,,
#2001101,3,-1,1,spring of recovery,,,231,3997,-16303,-1173,,,,,,,
#2001101,2,-1,6,20100106,,,231,4996,-1169,-19,,,,,,,
#2001101,2,-1,6,20100107,,,231,4955,-9401,-855,,,,,,,
#2001101,2,-1,6,20100108,,,231,5310,-14064,-1202,,,,,,,
#2001101,1,-1,6,20010005,,,231,4005,-2394,4,,,,,,,
,,,,,,,,,,,,,,,,,
#Port town Il Faro,,,,,,,,,,,,,,,,,
#Piazza,,,,,,,,,,,,,,,,,
1001001,3,-1,1,Kuopati Temple,,,243,-1410,-1207,39,14,,,,,,
1001001,1,-1,1,adventurer's inn,,,244,-1618,1203,70,17,,,,,,
1001001,1,-1,1,Gilgamesh's Tavern,,,239,-571,4620,322,18,,,,,,
1001001,1,-1,1,adventurer guild,,,242,897,9522,934,12,,,,,,
1001001,1,-1,6,10000001,,,231,550,10593,641,13,,,,,,
1001001,1,-1,6,10000002,,,231,-1543,1944,70,17,,,,,,
1001001,1,-1,6,10000003,,,231,-2704,-2300,65,15,,,,,,
1001001,2,-1,6,10000003,,,129,-2704,-2300,65,15,,,,,,
1001001,1,-1,6,10000004,,,1893,-2661,-1280,9,15,,,,,,
1001001,1,-1,6,10000005,,,1942,-590,-6121,-27,20,,,,,,
1001001,1,-1,6,10000091,,,231,-734,-5841,-15,20,,,,,,
1001001,1,-1,6,10000006,,,231,3872,4002,278,,,,,,,
1001001,3,-1,6,10000007,,,231,-2239,-2759,2,,,,,,,
1001001,1,-1,6,10000008,,,231,-771,7215,598,,,,,,,
1001001,1,-1,6,10000009,,,231,5787,1561,-22,,,,,,,
1001001,1,-1,6,10000010,,,236,2819,-4978,30,20,,,,,,
#1001001,1,-1,6,10000011,,,231,186,5589,322,,,,,,,
1001001,1,-1,6,10000012,,,231,380,9283,598,,,,,,,
1001001,1,-1,6,10000013,,,231,-1288,1042,10,,,,,,,
1001001,1,-1,6,10000014,,,231,-519,-571,-10,,,,,,,
1001001,1,-1,6,10000015,,,231,-3812,2838,10,,,,,,,
1001001,1,-1,6,10000016,,,231,-282,1867,-7,,,,,,,
1001001,1,-1,6,10000017,,,231,54,8514,597,,,,,,,
1001001,1,-1,6,10000018,,,231,-1352,4375,289,,,,,,,
1001001,1,-1,6,10000019,,,242,1097,-3988,1,11,,,,,,
#1001001,1,-1,6,10000020,,,231,583,6268,641,,,,,,,
#1001001,1,-1,6,10000021,,,231,-107,5147,322,50,,,,,,
1001001,1,-1,6,10000022,,,231,385,4569,338,,,,,,,
#1001001,1,-1,6,10000023,,,231,-254,6064,643,,,,,,,
#1001001,1,-1,6,10000024,,,231,-150,4491,322,,,,,,,
#1001001,1,-1,6,10000025,,,231,-439,5369,330,,,,,,,
#1001001,1,-1,6,10000026,,,231,-227,5870,322,,,,,,,
#1001001,1,-1,6,10000027,,,231,279,5502,322,,,,,,,
1001001,1,-1,6,10000028,,,231,944,5677,643,,,,,,,
1001001,1,-1,6,10000029,,,231,-302,3915,299,,,,,,,
#1001001,1,-1,6,10000030,,,231,581,-7049,27,,,,,,,
1001001,1,-1,6,10000031,,,231,2392,-2017,25,,,,,,,
1001001,1,-1,6,10000032,,,231,634,-1260,43,,,,,,,
1001001,1,-1,6,10000033,,,240,3759,376,17,20,,,,,,
1001001,1,-1,6,10000034,,,231,-259,-6601,27,,,,,,,
1001001,1,-1,6,10000035,,,231,-1564,-5103,17,,,,,,,
1001001,1,-1,6,10000036,,,231,5929,897,-7,,,,,,,
,,,,,,,,,,,,,,,,,
1001001,1,-1,6,10000039,,,231,831,5385,336,19,,,,,,
1001001,1,-1,6,10000040,,,231,-1442,3273,315,,,,,,,
#1001001,1,-1,6,10000041,,,231,-2840,11242,624,,,,,,,
1001001,1,-1,6,10000042,,,231,-150,4491,320,19,,,,,,
1001001,1,-1,6,10000043,,,231,45,-274,-20,50,,,,,,
1001001,1,-1,6,10000044,,,1894,-4314,-1533,8,20,,,,,,
1001001,1,-1,6,10000045,,,231,1011,-6757,-2,,,,,,,
1001001,2,-1,6,10000046,,,231,253,-5449,-38,,,,,,,
1001001,1,-1,6,10000047,,,231,730,8945,605,50,,,,,,
1001001,1,-1,6,10000048,,,231,650,4918,338,50,,,,,,
1001001,1,-1,6,10000049,,,231,606,5773,322,,,,,,,
1001001,1,-1,6,10000050,,,231,118,-2319,21,,,,,,,
1001001,1,-1,6,10000051,,,231,406,-2154,19,,,,,,,
1001001,1,-1,6,10000052,,,231,1671,146,-27,50,,,,,,
1001001,1,-1,6,10000053,,,231,-3333,10334,603,50,,,,,,
1001001,2,-1,6,10000053,,,129,-3333,10334,603,50,,,,,,
,,,,,,,,,,,,,,,,,
#1001001,1,-1,6,10000054,,,231,599,476,-18,,,,,,,
1001001,1,-1,6,10000055,,,231,321,-6787,15,,,,,,,
1001001,1,-1,6,10000056,,,231,-951,-5727,27,50,,,,,,
1001001,1,-1,6,10000057,,,231,4000,-896,0,50,,,,,,
1001001,1,-1,6,10000058,,,231,1340,-3195,69,,,,,,,
1001001,1,-1,6,10300011,,,2640,3205,-4155,2,,,,,,,
1001001,1,-1,6,10000090,,,231,979,9963,634,13,,,,,,
#1001001,1,-1,6,79020102,,,231,-328,-6269,-14,13,,,,,,
1001001,3,-1,6,70000029,,,231,-733,529,-33,,,,,,,
1001001,1,-1,6,10000096,,,231,845,185,-25,10,,,,,,
1001001,3,-1,6,10000098,,,1899,-1834,-2128,10,20,,,,,,
1001001,1,-1,6,10000099,,,1898,-164,5718,322,20,,,,,,
,,,,,,,,,,,,,,,,,
1001001,1,-1,6,81000004,,,231,74,6273,338,,,,,,,
,,,,,,,,,,,,,,,,,
1001001,1,-1,6,80000033,,,231,-765,4906,323,40,,,,,,
1001001,1,-1,6,80000025,,,231,1188,-5126,2,50,,,,,,
1001001,1,-1,6,80000025,,,231,2389,3812,286,50,,,,,,
1001001,1,-1,1,transporter,,,231,386,8141,622,30,,,,,,
1001001,1,-1,1,transporter,,,231,-931,-38,-7,30,,,,,,
1001001,1,-1,1,transporter,,,231,302,-4957,-7,30,,,,,,
#1001001,1,-1,6,80000026,,,231,1633,-4746,0,40,,,,,,
#1001001,1,-1,6,80000026,,,231,2720,3845,286,40,,,,,,
1001001,1,-1,6,80000021,,,231,1633,-4746,0,40,,,,,,
#1001001,1,-1,6,80000023,,,231,-734,-5841,-15,40,,,,,,
1001001,1,-1,6,80000019,,,2033,4551,-2953,-2,20,,,,,,
1001001,1,-1,6,80000019,,,2033,4513,-1801,0,20,,,,,,
,,,,,,,,,,,,,,,,,
1001001,1,-1,6,80000017,,,2033,-937,8316,606,20,,,,,,
1001001,1,-1,6,84001002,,,2580,1205,-2086,18,20,,,,,,
1001001,1,-1,6,10000123,,,231,273,564,-10,40,,,,,,
,,,,,,,,,,,,,,,,,
#1001001,1,-1,6,89000058,,,231,2402,2177,295,,,,,,,
#1001001,1,-1,6,89000059,,,231,2402,2177,295,,,,,,,
#1001001,1,-1,6,89000062,,,231,2402,2177,295,,,,,,,
#1001001,1,-1,6,89000063,,,231,2091,2580,292,,,,,,,
#1001001,1,-1,6,89000065,,,231,1989,2466,295,,,,,,,
#1001001,1,-1,6,89000068,,,231,2480,2400,310,,,,,,,
#1001001,1,-1,6,89000027,,,231,2091,2580,292,,,,,,,
#1001001,1,-1,6,89000030,,,231,2091,2580,292,,,,,,,
#1001001,1,-1,6,89000031,,,231,2209,2701,291,,,,,,,
#1001001,1,-1,6,89000033,,,231,2209,2701,291,,,,,,,
#1001001,1,-1,6,89000036,,,231,2480,2400,310,,,,,,,
#1001001,1,-1,6,89000037,,,231,2209,2701,291,,,,,,,
#1001001,1,-1,6,89000039,,,231,2480,2400,310,,,,,,,
#1001001,1,-1,6,89000042,,,231,1989,2466,290,,,,,,,
#1001001,1,-1,6,89000043,,,231,1989,2466,295,,,,,,,
#1001001,1,-1,6,89000045,,,231,2585,2688,310,,,,,,,
#1001001,1,-1,6,89000157,,,231,2585,2688,310,,,,,,,
#1001001,1,-1,6,89142001,,,231,1040,-450,-46,,,,,,,
#1001001,1,-1,6,89142002,,,231,1040,-450,-46,,,,,,,
#1001001,1,-1,6,89142161,,,231,1040,-450,-46,,,,,,,
#1001001,1,-1,6,89142162,,,231,1040,-450,-46,,,,,,,
#1001001,1,-1,6,89142181,,,231,1040,-450,-46,,,,,,,
#1001001,1,-1,6,89142182,,,231,1040,-450,-46,,,,,,,
#1001001,1,-1,6,89142221,,,231,1040,-450,-46,,,,,,,
#1001001,1,-1,6,89142222,,,231,1040,-450,-46,,,,,,,
,,,,,,,,,,,,,,,,,
#1001001,3,-1,6,89000020,,,231,340,1190,-3,,,,,,,
#1001001,2,-1,6,89000019,,,231,-1014,-583,-10,,,,,,,
#1001001,2,-1,6,89000021,,,231,-755,-1056,22,,,,,,,
#1001001,2,-1,6,89000022,,,231,690,-1280,45,,,,,,,
#1001001,2,-1,6,89000023,,,231,386,1816,11,,,,,,,
1001001,1,-1,6,80000013,,,231,566,923,-11,,,,,,,
1001001,3,-1,6,89000014,,,231,3910,1326,3,,,,,,,
#1001001,1,-1,6,89000016,,,231,643,546,-21,,,,,,,
#1001001,1,-1,6,89000171,,,231,1619,-248,-28,,,,,,,
#1001001,1,-1,6,90000031,,,231,1480,910,-37,,,,,,,
#1001001,2,-1,6,89000012,,,231,-832,-426,-11,,,,,,,
#1001001,1,-1,6,89000010,,,231,643,546,-21,,,,,,,
#1001001,1,-1,6,89000011,,,231,949,-299,-46,,,,,,,
#1001001,1,-1,6,89000154,,,231,796,-77,-14,,,,,,,
